name_ar,name_en,caza_ar,is_municipality,source,added_at
Bissariyeh,Bissariyeh,,no,Towns.xlsx,2026-05-31
Arzai,Arzai,,no,Towns.xlsx,2026-05-31
Machta Hammoud,Machta Hammoud,,no,Towns.xlsx,2026-05-31
Ferhet,Ferhet,,no,Towns.xlsx,2026-05-31
Beit El-Faqs,Beit El-Faqs,,no,Towns.xlsx,2026-05-31
Deir Nbouh,Deir Nbouh,,no,Towns.xlsx,2026-05-31
Mlikh,Mlikh,,no,Towns.xlsx,2026-05-31
Jayroun,Jayroun,,no,Towns.xlsx,2026-05-31
Baabdat,Baabdat,,no,Towns.xlsx,2026-05-31
Aaqoura,Aaqoura,,no,Towns.xlsx,2026-05-31
yahchouch,yahchouch,,no,Towns.xlsx,2026-05-31
Bebnine,Bebnine,,no,Towns.xlsx,2026-05-31
Kfarb Shlaimane,Kfarb Shlaimane,,no,Towns.xlsx,2026-05-31
Gharzouz,Gharzouz,,no,Towns.xlsx,2026-05-31
Trablous et Tabbaneh,Trablous et Tabbaneh,,no,Towns.xlsx,2026-05-31
Chikhane,Chikhane,,no,Towns.xlsx,2026-05-31
Chmistar,Chmistar,,no,Towns.xlsx,2026-05-31
Kafraya El-Koura,Kafraya El-Koura,,no,Towns.xlsx,2026-05-31
Rihaniyet-Miniyeh,Rihaniyet-Miniyeh,,no,Towns.xlsx,2026-05-31
Aain El-Barnaya,Aain El-Barnaya,,no,Towns.xlsx,2026-05-31
Majdel el-Koura,Majdel el-Koura,,no,Towns.xlsx,2026-05-31
Loussa,Loussa,,no,Towns.xlsx,2026-05-31
Aain Er-Roummaneh Aaley,Aain Er-Roummaneh Aaley,,no,Towns.xlsx,2026-05-31
Fraudis Ech-Chouf,Fraudis Ech-Chouf,,no,Towns.xlsx,2026-05-31
Tall Aabbas Ech-Charqi,Tall Aabbas Ech-Charqi,,no,Towns.xlsx,2026-05-31
Mejdlaiya Zgharta,Mejdlaiya Zgharta,,no,Towns.xlsx,2026-05-31
Zahlé Saydet En-Najat,Zahlé Saydet En-Najat,,no,Towns.xlsx,2026-05-31
Deir Dourit,Deir Dourit,,no,Towns.xlsx,2026-05-31
Hermel,Hermel,,no,Towns.xlsx,2026-05-31
Hedd,Hedd,,no,Towns.xlsx,2026-05-31
Mahmoudiyeh Jezzine,Mahmoudiyeh Jezzine,,no,Towns.xlsx,2026-05-31
Deir El-Aachayer,Deir El-Aachayer,,no,Towns.xlsx,2026-05-31
Msalla,Msalla,,no,Towns.xlsx,2026-05-31
Eddeh Jbayl,Eddeh Jbayl,,no,Towns.xlsx,2026-05-31
Souaisset Aakkar,Souaisset Aakkar,,no,Towns.xlsx,2026-05-31
Mina N:2,Mina N:2,,no,Towns.xlsx,2026-05-31
Fourzol,Fourzol,,no,Towns.xlsx,2026-05-31
Mchaa Ej-Jibbé,Mchaa Ej-Jibbé,,no,Towns.xlsx,2026-05-31
Aain Yaaqoub,Aain Yaaqoub,,no,Towns.xlsx,2026-05-31
Yanouh Sour,Yanouh Sour,,no,Towns.xlsx,2026-05-31
Aaqtanit,Aaqtanit,,no,Towns.xlsx,2026-05-31
Ras Baalbek Ouadi Faara,Ras Baalbek Ouadi Faara,,no,Towns.xlsx,2026-05-31
Aain Er-Rihane,Aain Er-Rihane,,no,Towns.xlsx,2026-05-31
Ras Baalbek Es-Sahel,Ras Baalbek Es-Sahel,,no,Towns.xlsx,2026-05-31
Sahel Aalma,Sahel Aalma,,no,Towns.xlsx,2026-05-31
Tourzaiya,Tourzaiya,,no,Towns.xlsx,2026-05-31
Biret Rachaiya,Biret Rachaiya,,no,Towns.xlsx,2026-05-31
Tallet Chattaha,Tallet Chattaha,,no,Towns.xlsx,2026-05-31
Amioun,Amioun,,no,Towns.xlsx,2026-05-31
Mimrine,Mimrine,,no,Towns.xlsx,2026-05-31
Bhabbouch El-Koura,Bhabbouch El-Koura,,no,Towns.xlsx,2026-05-31
Aarab Ej-Jall,Aarab Ej-Jall,,no,Towns.xlsx,2026-05-31
Hnaider,Hnaider,,no,Towns.xlsx,2026-05-31
Batloun,Batloun,,no,Towns.xlsx,2026-05-31
Mheilib,Mheilib,,no,Towns.xlsx,2026-05-31
Douris,Douris,,no,Towns.xlsx,2026-05-31
Zabbougha,Zabbougha,,no,Towns.xlsx,2026-05-31
Qarha Aakkar,Qarha Aakkar,,no,Towns.xlsx,2026-05-31
Kharbet Jbayl,Kharbet Jbayl,,no,Towns.xlsx,2026-05-31
Kousba,Kousba,,no,Towns.xlsx,2026-05-31
Zaoutar El-Gharbiyeh,Zaoutar El-Gharbiyeh,,no,Towns.xlsx,2026-05-31
Naameh,Naameh,,no,Towns.xlsx,2026-05-31
Haret Saida,Haret Saida,,no,Towns.xlsx,2026-05-31
Majdaloun,Majdaloun,,no,Towns.xlsx,2026-05-31
Dekouaneh,Dekouaneh,,no,Towns.xlsx,2026-05-31
Yohmor BG,Yohmor BG,,no,Towns.xlsx,2026-05-31
Qalaouiyeh,Qalaouiyeh,,no,Towns.xlsx,2026-05-31
Matariyet Ech-Choumar,Matariyet Ech-Choumar,,no,Towns.xlsx,2026-05-31
Moqraq,Moqraq,,no,Towns.xlsx,2026-05-31
Qattineh-Miniyeh,Qattineh-Miniyeh,,no,Towns.xlsx,2026-05-31
Mazraat Sinai,Mazraat Sinai,,no,Towns.xlsx,2026-05-31
Aain Qinia,Aain Qinia,,no,Towns.xlsx,2026-05-31
Richmaiya,Richmaiya,,no,Towns.xlsx,2026-05-31
Mar Sarkis,Mar Sarkis,,no,Towns.xlsx,2026-05-31
Hailan,Hailan,,no,Towns.xlsx,2026-05-31
Nabatiyeh El-Faouka,Nabatiyeh El-Faouka,,no,Towns.xlsx,2026-05-31
Khodr Baalbek,Khodr Baalbek,,no,Towns.xlsx,2026-05-31
Zaghdraiya,Zaghdraiya,,no,Towns.xlsx,2026-05-31
Majdel tarchich,Majdel tarchich,,no,Towns.xlsx,2026-05-31
Deir Aammar,Deir Aammar,,no,Towns.xlsx,2026-05-31
Masqa,Masqa,,no,Towns.xlsx,2026-05-31
Homs Oua Hama,Homs Oua Hama,,no,Towns.xlsx,2026-05-31
Toula Zgharta,Toula Zgharta,,no,Towns.xlsx,2026-05-31
Borj Aakkar,Borj Aakkar,,no,Towns.xlsx,2026-05-31
Aaynata Baalbek,Aaynata Baalbek,,no,Towns.xlsx,2026-05-31
Haytoura,Haytoura,,no,Towns.xlsx,2026-05-31
Falougha,Falougha,,no,Towns.xlsx,2026-05-31
Choueifat El-Quoubbeh,Choueifat El-Quoubbeh,,no,Towns.xlsx,2026-05-31
Aabdine,Aabdine,,no,Towns.xlsx,2026-05-31
Aain Dara,Aain Dara,,no,Towns.xlsx,2026-05-31
Boqsmaiya,Boqsmaiya,,no,Towns.xlsx,2026-05-31
Ghofrine,Ghofrine,,no,Towns.xlsx,2026-05-31
Aalali,Aalali,,no,Towns.xlsx,2026-05-31
Kfarhoura,Kfarhoura,,no,Towns.xlsx,2026-05-31
Douq,Douq,,no,Towns.xlsx,2026-05-31
Aaramta,Aaramta,,no,Towns.xlsx,2026-05-31
Zahlé Mar Gerges,Zahlé Mar Gerges,,no,Towns.xlsx,2026-05-31
Haddatha,Haddatha,,no,Towns.xlsx,2026-05-31
Bent Jbayl,Bent Jbayl,,no,Towns.xlsx,2026-05-31
Dimane,Dimane,,no,Towns.xlsx,2026-05-31
Aaita Ej-Jabal,Aaita Ej-Jabal,,no,Towns.xlsx,2026-05-31
Halate,Halate,,no,Towns.xlsx,2026-05-31
Qordata,Qordata,,no,Towns.xlsx,2026-05-31
Haouchab,Haouchab,,no,Towns.xlsx,2026-05-31
Bqerzla,Bqerzla,,no,Towns.xlsx,2026-05-31
Minyara,Minyara,,no,Towns.xlsx,2026-05-31
Shayleh Kesrouane,Shayleh Kesrouane,,no,Towns.xlsx,2026-05-31
Kfar Falous,Kfar Falous,,no,Towns.xlsx,2026-05-31
Zahleh El-Midane,Zahleh El-Midane,,no,Towns.xlsx,2026-05-31
Teffahta,Teffahta,,no,Towns.xlsx,2026-05-31
Douair Er-Remmaneh,Douair Er-Remmaneh,,no,Towns.xlsx,2026-05-31
Deir mar Roukoz,Deir mar Roukoz,,no,Towns.xlsx,2026-05-31
Sbouba,Sbouba,,no,Towns.xlsx,2026-05-31
Safad Al-Battikh,Safad Al-Battikh,,no,Towns.xlsx,2026-05-31
Qantara,Qantara,,no,Towns.xlsx,2026-05-31
Borj Ech-Chemali,Borj Ech-Chemali,,no,Towns.xlsx,2026-05-31
Mazraat Khallet Khazen,Mazraat Khallet Khazen,,no,Towns.xlsx,2026-05-31
Choukine,Choukine,,no,Towns.xlsx,2026-05-31
Haret Hamzeh,Haret Hamzeh,,no,Towns.xlsx,2026-05-31
Mzraat Kefraya,Mzraat Kefraya,,no,Towns.xlsx,2026-05-31
Selsata (Mazraat Deir El-Aachaiyer),Selsata (Mazraat Deir El-Aachaiyer),,no,Towns.xlsx,2026-05-31
Afqa Jbayl,Afqa Jbayl,,no,Towns.xlsx,2026-05-31
aain Aalaq,aain Aalaq,,no,Towns.xlsx,2026-05-31
Chnanaair,Chnanaair,,no,Towns.xlsx,2026-05-31
Koubba,Koubba,,no,Towns.xlsx,2026-05-31
Qrayet Baabda,Qrayet Baabda,,no,Towns.xlsx,2026-05-31
Qbaiyat Aakkar,Qbaiyat Aakkar,,no,Towns.xlsx,2026-05-31
Qleiaat Aakkar,Qleiaat Aakkar,,no,Towns.xlsx,2026-05-31
Marj BG,Marj BG,,no,Towns.xlsx,2026-05-31
Qelaya,Qelaya,,no,Towns.xlsx,2026-05-31
Kfarchakhna,Kfarchakhna,,no,Towns.xlsx,2026-05-31
Aaynata Bent Jbayl,Aaynata Bent Jbayl,,no,Towns.xlsx,2026-05-31
Douair En-Nabatiyeh,Douair En-Nabatiyeh,,no,Towns.xlsx,2026-05-31
Qaa Jouar Maqiyé,Qaa Jouar Maqiyé,,no,Towns.xlsx,2026-05-31
Mazraat Chalbaal,Mazraat Chalbaal,,no,Towns.xlsx,2026-05-31
Aain Ej-Jdideh Aaley,Aain Ej-Jdideh Aaley,,no,Towns.xlsx,2026-05-31
Ijdaabrine,Ijdaabrine,,no,Towns.xlsx,2026-05-31
Ouaqf BG,Ouaqf BG,,no,Towns.xlsx,2026-05-31
Mazraat Sari,Mazraat Sari,,no,Towns.xlsx,2026-05-31
Deir Ez-Zahrani,Deir Ez-Zahrani,,no,Towns.xlsx,2026-05-31
Aintoura Kesrouane,Aintoura Kesrouane,,no,Towns.xlsx,2026-05-31
Recheknanay,Recheknanay,,no,Towns.xlsx,2026-05-31
Bayqoun,Bayqoun,,no,Towns.xlsx,2026-05-31
Kfar Lichki,Kfar Lichki,,no,Towns.xlsx,2026-05-31
Aarab Tabbaya,Aarab Tabbaya,,no,Towns.xlsx,2026-05-31
